0 -4.000000 1810.000000 -96.000000 1 14 15 1200 1200 0 10000 0
1 -2.000000 1338.000000 -231.000000 0 2 8 11 13 0 10000 0
2 -2.000000 108.000000 -232.000000 1 3 8 1200 1200 0 10000 0
3 0.000000 -1348.000000 -231.000000 2 4 5 7 13 0 10000 0
4 -3.000000 -1920.000000 -154.000000 3 5 16 1200 1200 0 10000 0
5 -1031.000000 -1930.000000 -159.000000 3 4 1200 1200 1200 0 10000 0
6 -2047.000000 -1896.000000 -143.000000 7 1200 1200 1200 1200 0 10000 0
7 -2081.000000 -1298.000000 -232.000000 6 8 3 17 1200 0 10000 0
8 -2186.000000 1371.000000 -232.000000 7 9 1 2 14 0 10000 0
9 -2048.000000 1902.000000 -141.000000 8 1200 1200 1200 1200 0 10000 0
10 2046.000000 1939.000000 -160.000000 11 1200 1200 1200 1200 0 10000 0
11 2088.000000 1318.000000 -232.000000 10 1 13 18 1200 0 10000 0
12 2046.000000 -1933.000000 -160.000000 13 1200 1200 1200 1200 0 10000 0
13 2065.000000 -1354.000000 -232.000000 12 11 3 1 18 0 10000 0
14 1028.000000 1935.000000 -158.000000 8 0 1200 1200 1200 0 10000 0
15 -978.000000 1896.000000 -138.000000 0 1200 1200 1200 1200 0 10000 0
16 1021.000000 -1923.000000 -155.000000 4 1200 1200 1200 1200 0 10000 0
17 -1538.000000 -3.000000 23.000000 7 18 1200 1200 1200 0 10000 0
18 1482.000000 14.000000 18.000000 17 11 13 1200 1200 0 10000 0
