0 1198.000000 -1319.000000 482.000000 1200 1200 1200 1200 1200 0 10000 0
1 1052.000000 -1379.000000 472.000000 2 1200 1200 1200 1200 0 10000 0
2 425.000000 -1169.000000 472.000000 1 3 1200 1200 1200 0 10000 0
3 220.000000 -474.000000 472.000000 2 24 1200 1200 1200 0 10000 0
4 -110.000000 448.000000 456.000000 24 5 1200 1200 1200 0 10000 0
5 -662.000000 1350.000000 462.000000 4 6 21 1200 1200 0 10000 0
6 -1745.000000 1718.000000 472.000000 5 7 1200 1200 1200 0 10000 0
7 -2246.000000 2169.000000 472.000000 6 8 1200 1200 1200 0 10000 0
8 -2683.000000 2025.000000 472.000000 7 9 1200 1200 1200 0 10000 0
9 -2869.000000 1987.000000 472.000000 8 10 11 16 1200 0 10000 0
10 -2904.000000 2448.000000 632.000000 9 13 1200 1200 1200 0 10000 0
11 -2843.000000 2347.000000 600.000000 9 12 1200 1200 1200 0 10000 0
12 -2699.000000 2528.000000 688.000000 11 14 1200 1200 1200 0 10000 0
13 -2462.000000 2528.000000 728.000000 10 15 1200 1200 1200 0 10000 0
14 -2516.000000 2222.000000 728.000000 12 1200 1200 1200 1200 0 10000 0
15 -2771.000000 1931.000000 728.000000 13 1200 1200 1200 1200 0 10000 0
16 -2598.000000 1756.000000 472.000000 9 17 1200 1200 1200 0 10000 0
17 -1959.000000 1357.000000 467.000000 16 18 1200 1200 1200 0 10000 0
18 -1586.000000 1336.000000 463.000000 17 19 1200 1200 1200 0 10000 0
19 -1029.000000 1108.000000 472.000000 18 20 1200 1200 1200 0 10000 0
20 -945.000000 750.000000 472.000000 19 1200 1200 1200 1200 0 10000 0
21 -474.000000 520.000000 472.000000 22 5 1200 1200 1200 0 10000 0
22 -511.000000 134.000000 472.000000 21 23 1200 1200 1200 0 10000 0
23 -919.000000 173.000000 483.000000 22 1200 1200 1200 1200 0 10000 0
24 -64.000000 2.000000 456.000000 4 3 1200 1200 1200 0 10000 0
