9 896.000000 96.000000 36.125000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 0.000000 180.000000 0.000000
2 -590.031921 77.714805 47.125000 0.000000 304.000000 360.000000 0.000000 0.000000 1.000000 0.000000 304.000000 1.000000
1 -703.376159 64.732170 47.125000 0.000000 279.000000 360.000000 0.000000 0.000000 1.000000 0.000000 279.000000 1.000000
1 -928.000000 416.000000 47.125000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 0.000000 180.000000 0.000000
1 -569.993530 442.074432 47.125000 0.000000 428.000000 360.000000 0.000000 0.000000 1.000000 0.000000 428.000000 1.000000
5 -627.984558 464.875000 100.120094 0.000000 286.000000 376.000000 0.000000 -1.000000 0.000000 0.000000 286.000000 0.000000
7 -574.125000 70.966796 318.796508 0.000000 270.000000 450.000000 -1.000000 0.000000 0.000000 -1.000000 270.000000 0.000000
1 -892.279907 85.719772 47.125000 0.000000 212.000000 360.000000 0.000000 0.000000 1.000000 0.000000 212.000000 1.000000
4 -570.041137 391.555358 47.125000 0.000000 434.000000 360.000000 0.000000 0.000000 1.000000 0.000000 434.000000 1.000000
4 -609.738098 450.220184 47.125000 0.000000 459.000000 360.000000 0.000000 0.000000 1.000000 0.000000 459.000000 1.000000
4 -604.552307 415.929382 47.125000 0.000000 459.000000 360.000000 0.000000 0.000000 1.000000 0.000000 459.000000 1.000000
4 -617.470336 382.029235 47.125000 0.000000 462.000000 360.000000 0.000000 0.000000 1.000000 0.000000 462.000000 1.000000
4 -647.627319 378.187744 47.125000 0.000000 462.000000 360.000000 0.000000 0.000000 1.000000 0.000000 462.000000 1.000000
10 569.476989 141.762908 52.125000 0.000000 521.000000 360.000000 0.000000 0.000000 1.000000 3.131225 60.849826 1.000000
12 606.571777 76.362205 45.125000 0.000000 180.000000 360.000000 0.000000 0.000000 1.000000 0.000000 180.000000 1.000000
14 706.966308 72.810569 39.125000 0.000000 182.000000 360.000000 0.000000 0.000000 1.000000 0.000000 182.000000 1.000000
9 931.997192 437.338928 36.125000 0.000000 377.000000 360.000000 0.000000 0.000000 1.000000 0.000000 377.000000 1.000000
1 -583.566345 57.583824 464.875000 0.000000 357.000000 180.000000 0.000000 0.000000 -1.000000 -1.000000 357.000000 0.000000
1 -581.552612 449.068481 464.875000 0.000000 398.000000 180.000000 0.000000 0.000000 -1.000000 -1.000000 398.000000 0.000000
7 -574.125000 338.040039 223.994079 0.000000 447.000000 270.000000 -1.000000 0.000000 0.000000 -1.000000 447.000000 0.000000
7 -574.125000 236.409545 235.187179 0.000000 456.000000 270.000000 -1.000000 0.000000 0.000000 -1.000000 456.000000 0.000000
5 -737.111328 47.125000 203.168716 0.000000 357.000000 267.000000 0.000000 1.000000 0.000000 0.000000 357.000000 0.000000
3 -580.388122 161.586166 47.125000 0.000000 300.000000 360.000000 0.000000 0.000000 1.000000 0.000000 300.000000 1.000000
3 -654.139160 157.728607 47.125000 0.000000 258.000000 360.000000 0.000000 0.000000 1.000000 0.000000 258.000000 1.000000
4 -575.822631 338.440582 47.125000 0.000000 391.000000 360.000000 0.000000 0.000000 1.000000 0.000000 391.000000 1.000000
4 -559.125000 163.993743 135.811233 0.000000 400.000000 221.000000 -1.000000 0.000000 0.000000 -1.000000 400.000000 0.000000
4 -559.125000 167.640075 171.382034 0.000000 383.000000 204.000000 -1.000000 0.000000 0.000000 -1.000000 383.000000 0.000000
4 -559.125000 209.244491 180.616867 0.000000 419.000000 242.000000 -1.000000 0.000000 0.000000 -1.000000 419.000000 0.000000
4 -559.125000 124.676826 163.664428 0.000000 353.000000 533.000000 -1.000000 0.000000 0.000000 -1.000000 353.000000 0.000000
4 -559.125000 339.880798 78.801818 0.000000 290.000000 467.000000 -1.000000 0.000000 0.000000 -1.000000 290.000000 0.000000
4 -559.125000 328.535583 109.871582 0.000000 287.000000 462.000000 -1.000000 0.000000 0.000000 -1.000000 287.000000 0.000000
6 -717.364074 140.962051 40.125000 0.000000 321.000000 360.000000 0.000000 0.000000 1.000000 0.000000 321.000000 1.000000
